entrez_gene_id	status	symbol	type_of_gene	description
81566	imputed	CSRNP2	protein-coding	cysteine-serine-rich nuclear protein 2
81570	imputed	CLPB	protein-coding	ClpB homolog, mitochondrial AAA ATPase chaperonin
81575	imputed	APOLD1	protein-coding	apolipoprotein L domain containing 1
81576	imputed	CCDC130	protein-coding	coiled-coil domain containing 130
81603	imputed	TRIM8	protein-coding	tripartite motif containing 8
81605	imputed	URM1	protein-coding	ubiquitin related modifier 1
81606	imputed	LBH	protein-coding	limb bud and heart development
81608	imputed	FIP1L1	protein-coding	factor interacting with PAPOLA and CPSF1
8161	imputed	COIL	protein-coding	coilin
81611	imputed	ANP32E	protein-coding	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E
81614	imputed	NIPA2	protein-coding	non imprinted in Prader-Willi/Angelman syndrome 2
81618	imputed	ITM2C	protein-coding	integral membrane protein 2C
81619	imputed	TSPAN14	protein-coding	tetraspanin 14
81620	imputed	CDT1	protein-coding	chromatin licensing and DNA replication factor 1
81621	imputed	KAZALD1	protein-coding	Kazal-type serine peptidase inhibitor domain 1
81622	imputed	UNC93B1	protein-coding	unc-93 homolog B1 (C. elegans)
81627	imputed	TRMT1L	protein-coding	tRNA methyltransferase 1 homolog (S. cerevisiae)-like
81628	imputed	TSC22D4	protein-coding	TSC22 domain family, member 4
81631	imputed	MAP1LC3B	protein-coding	microtubule-associated protein 1 light chain 3 beta
8165	imputed	AKAP1	protein-coding	A kinase (PRKA) anchor protein 1
81669	imputed	CCNL2	protein-coding	cyclin L2
81688	imputed	C6orf62	protein-coding	chromosome 6 open reading frame 62
81689	imputed	ISCA1	protein-coding	iron-sulfur cluster assembly 1
81691	imputed	LOC81691	protein-coding	exonuclease NEF-sp
8175	imputed	SF3A2	protein-coding	splicing factor 3a, subunit 2, 66kDa
818	imputed	CAMK2G	protein-coding	calcium/calmodulin-dependent protein kinase II gamma
81831	imputed	NETO2	protein-coding	neuropilin (NRP) and tolloid (TLL)-like 2
81839	imputed	VANGL1	protein-coding	VANGL planar cell polarity protein 1
81848	imputed	SPRY4	protein-coding	sprouty homolog 4 (Drosophila)
81853	imputed	TMEM14B	protein-coding	transmembrane protein 14B
81855	imputed	SFXN3	protein-coding	sideroflexin 3
81858	imputed	SHARPIN	protein-coding	SHANK-associated RH domain interactor
81873	imputed	ARPC5L	protein-coding	actin related protein 2/3 complex, subunit 5-like
81875	imputed	ISG20L2	protein-coding	interferon stimulated exonuclease gene 20kDa-like 2
81876	imputed	RAB1B	protein-coding	RAB1B, member RAS oncogene family
81887	imputed	LAS1L	protein-coding	LAS1-like (S. cerevisiae)
8189	imputed	SYMPK	protein-coding	symplekin
81890	imputed	QTRT1	protein-coding	queuine tRNA-ribosyltransferase 1
81892	imputed	SLIRP	protein-coding	SRA stem-loop interacting RNA binding protein
819	imputed	CAMLG	protein-coding	calcium modulating ligand
8190	imputed	MIA	protein-coding	melanoma inhibitory activity
8192	imputed	CLPP	protein-coding	caseinolytic mitochondrial matrix peptidase proteolytic subunit
81926	imputed	ABHD17A	protein-coding	abhydrolase domain containing 17A
81929	imputed	SEH1L	protein-coding	SEH1-like (S. cerevisiae)
81930	imputed	KIF18A	protein-coding	kinesin family member 18A
81932	imputed	HDHD3	protein-coding	haloacid dehalogenase-like hydrolase domain containing 3
8195	imputed	MKKS	protein-coding	McKusick-Kaufman syndrome
8202	measured	NCOA3	protein-coding	nuclear receptor coactivator 3
8204	measured	NRIP1	protein-coding	nuclear receptor interacting protein 1
8208	imputed	CHAF1B	protein-coding	chromatin assembly factor 1, subunit B (p60)
8209	imputed	C21orf33	protein-coding	chromosome 21 open reading frame 33
821	imputed	CANX	protein-coding	calnexin
822	imputed	CAPG	protein-coding	capping protein (actin filament), gelsolin-like
8226	imputed	HDHD1	protein-coding	haloacid dehalogenase-like hydrolase domain containing 1
8227	imputed	AKAP17A	protein-coding	A kinase (PRKA) anchor protein 17A
823	measured	CAPN1	protein-coding	calpain 1, (mu/I) large subunit
8233	imputed	ZRSR2	protein-coding	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2
8237	imputed	USP11	protein-coding	ubiquitin specific peptidase 11
8239	imputed	USP9X	protein-coding	ubiquitin specific peptidase 9, X-linked
824	imputed	CAPN2	protein-coding	calpain 2, (m/II) large subunit
8241	imputed	RBM10	protein-coding	RNA binding motif protein 10
8243	measured	SMC1A	protein-coding	structural maintenance of chromosomes 1A
825	imputed	CAPN3	protein-coding	calpain 3, (p94)
826	imputed	CAPNS1	protein-coding	calpain, small subunit 1
8260	imputed	NAA10	protein-coding	N(alpha)-acetyltransferase 10, NatA catalytic subunit
8266	imputed	UBL4A	protein-coding	ubiquitin-like 4A
8269	imputed	TMEM187	protein-coding	transmembrane protein 187
827	imputed	CAPN6	protein-coding	calpain 6
8270	measured	LAGE3	protein-coding	L antigen family, member 3
8273	imputed	SLC10A3	protein-coding	solute carrier family 10, member 3
8284	imputed	KDM5D	protein-coding	lysine (K)-specific demethylase 5D
8287	imputed	USP9Y	protein-coding	ubiquitin specific peptidase 9, Y-linked
8289	imputed	ARID1A	protein-coding	AT rich interactive domain 1A (SWI-like)
829	imputed	CAPZA1	protein-coding	capping protein (actin filament) muscle Z-line, alpha 1
8295	imputed	TRRAP	protein-coding	transformation/transcription domain-associated protein
830	imputed	CAPZA2	protein-coding	capping protein (actin filament) muscle Z-line, alpha 2
8301	imputed	PICALM	protein-coding	phosphatidylinositol binding clathrin assembly protein
8303	imputed	SNN	protein-coding	stannin
8309	imputed	ACOX2	protein-coding	acyl-CoA oxidase 2, branched chain
831	measured	CAST	protein-coding	calpastatin
8310	imputed	ACOX3	protein-coding	acyl-CoA oxidase 3, pristanoyl
8312	measured	AXIN1	protein-coding	axin 1
8314	imputed	BAP1	protein-coding	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)
8315	imputed	BRAP	protein-coding	BRCA1 associated protein
8317	imputed	CDC7	protein-coding	cell division cycle 7
8318	measured	CDC45	protein-coding	cell division cycle 45
832	imputed	CAPZB	protein-coding	capping protein (actin filament) muscle Z-line, beta
8321	measured	FZD1	protein-coding	frizzled class receptor 1
8322	imputed	FZD4	protein-coding	frizzled class receptor 4
8323	imputed	FZD6	protein-coding	frizzled class receptor 6
8324	measured	FZD7	protein-coding	frizzled class receptor 7
833	imputed	CARS	protein-coding	cysteinyl-tRNA synthetase
8331	imputed	HIST1H2AJ	protein-coding	histone cluster 1, H2aj
8334	imputed	HIST1H2AC	protein-coding	histone cluster 1, H2ac
8339	imputed	HIST1H2BG	protein-coding	histone cluster 1, H2bg
8343	imputed	HIST1H2BF	protein-coding	histone cluster 1, H2bf
8344	imputed	HIST1H2BE	protein-coding	histone cluster 1, H2be
83440	imputed	ADPGK	protein-coding	ADP-dependent glucokinase
83442	imputed	SH3BGRL3	protein-coding	SH3 domain binding glutamate-rich protein like 3
83443	imputed	SF3B5	protein-coding	splicing factor 3b, subunit 5, 10kDa
83444	imputed	INO80B	protein-coding	INO80 complex subunit B
83448	imputed	PUS7L	protein-coding	pseudouridylate synthase 7 homolog (S. cerevisiae)-like
8345	imputed	HIST1H2BH	protein-coding	histone cluster 1, H2bh
83451	imputed	ABHD11	protein-coding	abhydrolase domain containing 11
8346	imputed	HIST1H2BI	protein-coding	histone cluster 1, H2bi
83460	imputed	EMC6	protein-coding	ER membrane protein complex subunit 6
83461	imputed	CDCA3	protein-coding	cell division cycle associated 3
83463	imputed	MXD3	protein-coding	MAX dimerization protein 3
83464	imputed	APH1B	protein-coding	APH1B gamma secretase subunit
8347	imputed	HIST1H2BC	protein-coding	histone cluster 1, H2bc
83475	imputed	DOHH	protein-coding	deoxyhypusine hydroxylase/monooxygenase
83480	imputed	PUS3	protein-coding	pseudouridylate synthase 3
83481	imputed	EPPK1	protein-coding	epiplakin 1
8349	measured	HIST2H2BE	protein-coding	histone cluster 2, H2be
835	measured	CASP2	protein-coding	caspase 2, apoptosis-related cysteine peptidase
8357	imputed	HIST1H3H	protein-coding	histone cluster 1, H3h
836	measured	CASP3	protein-coding	caspase 3, apoptosis-related cysteine peptidase
83604	imputed	TMEM47	protein-coding	transmembrane protein 47
8363	imputed	HIST1H4J	protein-coding	histone cluster 1, H4j
83637	imputed	ZMIZ2	protein-coding	zinc finger, MIZ-type containing 2
83638	imputed	C11orf68	protein-coding	chromosome 11 open reading frame 68
8364	imputed	HIST1H4C	protein-coding	histone cluster 1, H4c
8365	imputed	HIST1H4H	protein-coding	histone cluster 1, H4h
83658	imputed	DYNLRB1	protein-coding	dynein, light chain, roadblock-type 1
837	imputed	CASP4	protein-coding	caspase 4, apoptosis-related cysteine peptidase
83716	imputed	CRISPLD2	protein-coding	cysteine-rich secretory protein LCCL domain containing 2
83737	imputed	ITCH	protein-coding	itchy E3 ubiquitin protein ligase
83743	measured	GRWD1	protein-coding	glutamate-rich WD repeat containing 1
83752	imputed	LONP2	protein-coding	lon peptidase 2, peroxisomal
83759	imputed	RBM4B	protein-coding	RNA binding motif protein 4B
8379	imputed	MAD1L1	protein-coding	MAD1 mitotic arrest deficient-like 1 (yeast)
8382	imputed	NME5	protein-coding	NME/NM23 family member 5
839	imputed	CASP6	protein-coding	caspase 6, apoptosis-related cysteine peptidase
83937	imputed	RASSF4	protein-coding	Ras association (RalGDS/AF-6) domain family member 4
8394	imputed	PIP5K1A	protein-coding	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha
83941	imputed	TM2D1	protein-coding	TM2 domain containing 1
8395	imputed	PIP5K1B	protein-coding	phosphatidylinositol-4-phosphate 5-kinase, type I, beta
8396	measured	PIP4K2B	protein-coding	phosphatidylinositol-5-phosphate 4-kinase, type II, beta
8398	imputed	PLA2G6	protein-coding	phospholipase A2, group VI (cytosolic, calcium-independent)
83988	imputed	NCALD	protein-coding	neurocalcin delta
83989	imputed	FAM172A	protein-coding	family with sequence similarity 172, member A
83990	imputed	BRIP1	protein-coding	BRCA1 interacting protein C-terminal helicase 1
840	measured	CASP7	protein-coding	caspase 7, apoptosis-related cysteine peptidase
8402	imputed	SLC25A11	protein-coding	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11
8405	imputed	SPOP	protein-coding	speckle-type POZ protein
8406	imputed	SRPX	protein-coding	sushi-repeat containing protein, X-linked
84060	imputed	RBM48	protein-coding	RNA binding motif protein 48
84061	imputed	MAGT1	protein-coding	magnesium transporter 1
84065	imputed	TMEM222	protein-coding	transmembrane protein 222
8407	imputed	TAGLN2	protein-coding	transgelin 2
84079	imputed	ANKRD27	protein-coding	ankyrin repeat domain 27 (VPS9 domain)
8408	imputed	ULK1	protein-coding	unc-51 like autophagy activating kinase 1
8409	imputed	UXT	protein-coding	ubiquitously-expressed, prefoldin-like chaperone
841	imputed	CASP8	protein-coding	caspase 8, apoptosis-related cysteine peptidase
8412	imputed	BCAR3	protein-coding	breast cancer anti-estrogen resistance 3
84148	imputed	KAT8	protein-coding	K(lysine) acetyltransferase 8
84159	measured	ARID5B	protein-coding	AT rich interactive domain 5B (MRF1-like)
84162	imputed	KIAA1109	protein-coding	KIAA1109
84164	imputed	ASCC2	protein-coding	activating signal cointegrator 1 complex subunit 2
84168	imputed	ANTXR1	protein-coding	anthrax toxin receptor 1
8417	imputed	STX7	protein-coding	syntaxin 7
84187	imputed	TMEM164	protein-coding	transmembrane protein 164
84193	imputed	SETD3	protein-coding	SET domain containing 3
84196	imputed	USP48	protein-coding	ubiquitin specific peptidase 48
842	imputed	CASP9	protein-coding	caspase 9, apoptosis-related cysteine peptidase
84223	imputed	IQCG	protein-coding	IQ motif containing G
84243	imputed	ZDHHC18	protein-coding	zinc finger, DHHC-type containing 18
8425	imputed	LTBP4	protein-coding	latent transforming growth factor beta binding protein 4
84263	imputed	HSDL2	protein-coding	hydroxysteroid dehydrogenase like 2
8427	imputed	ZNF282	protein-coding	zinc finger protein 282
84271	imputed	POLDIP3	protein-coding	polymerase (DNA-directed), delta interacting protein 3
8428	imputed	STK24	protein-coding	serine/threonine kinase 24
84288	imputed	EFCAB2	protein-coding	EF-hand calcium binding domain 2
843	measured	CASP10	protein-coding	caspase 10, apoptosis-related cysteine peptidase
8434	imputed	RECK	protein-coding	reversion-inducing-cysteine-rich protein with kazal motifs
8436	imputed	SDPR	protein-coding	serum deprivation response
84364	imputed	ARFGAP2	protein-coding	ADP-ribosylation factor GTPase activating protein 2
8438	imputed	RAD54L	protein-coding	RAD54-like (S. cerevisiae)
8439	imputed	NSMAF	protein-coding	neutral sphingomyelinase (N-SMase) activation associated factor
8440	measured	NCK2	protein-coding	NCK adaptor protein 2
8443	imputed	GNPAT	protein-coding	glyceronephosphate O-acyltransferase
8444	measured	DYRK3	protein-coding	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3
8445	imputed	DYRK2	protein-coding	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2
8446	measured	DUSP11	protein-coding	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)
8449	imputed	DHX16	protein-coding	DEAH (Asp-Glu-Ala-His) box polypeptide 16
8450	imputed	CUL4B	protein-coding	cullin 4B
8451	imputed	CUL4A	protein-coding	cullin 4A
84516	imputed	DCTN5	protein-coding	dynactin 5 (p25)
8452	imputed	CUL3	protein-coding	cullin 3
8453	imputed	CUL2	protein-coding	cullin 2
8454	imputed	CUL1	protein-coding	cullin 1
84549	imputed	MAK16	protein-coding	MAK16 homolog (S. cerevisiae)
8455	imputed	ATRN	protein-coding	attractin
8459	imputed	TPST2	protein-coding	tyrosylprotein sulfotransferase 2
8460	imputed	TPST1	protein-coding	tyrosylprotein sulfotransferase 1
84617	measured	TUBB6	protein-coding	tubulin, beta 6 class V
84619	imputed	ZGPAT	protein-coding	zinc finger, CCCH-type with G patch domain
84656	imputed	GLYR1	protein-coding	glyoxylate reductase 1 homolog (Arabidopsis)
84669	imputed	USP32	protein-coding	ubiquitin specific peptidase 32
8467	imputed	SMARCA5	protein-coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
847	measured	CAT	protein-coding	catalase
8470	imputed	SORBS2	protein-coding	sorbin and SH3 domain containing 2
84705	imputed	GTPBP3	protein-coding	GTP binding protein 3 (mitochondrial)
84720	imputed	PIGO	protein-coding	phosphatidylinositol glycan anchor biosynthesis, class O
84722	measured	PSRC1	protein-coding	proline/serine-rich coiled-coil 1
84726	imputed	PRRC2B	protein-coding	proline-rich coiled-coil 2B
8473	imputed	OGT	protein-coding	O-linked N-acetylglucosamine (GlcNAc) transferase
84747	imputed	UNC119B	protein-coding	unc-119 homolog B (C. elegans)
84759	imputed	PCGF1	protein-coding	polycomb group ring finger 1
8476	imputed	CDC42BPA	protein-coding	CDC42 binding protein kinase alpha (DMPK-like)
8479	imputed	HIRIP3	protein-coding	HIRA interacting protein 3
84790	imputed	TUBA1C	protein-coding	tubulin, alpha 1c
8480	measured	RAE1	protein-coding	ribonucleic acid export 1
84809	imputed	CROCCP2	pseudo	ciliary rootlet coiled-coil, rootletin pseudogene 2
8481	imputed	OFD1	protein-coding	oral-facial-digital syndrome 1
84818	imputed	IL17RC	protein-coding	interleukin 17 receptor C
84823	imputed	LMNB2	protein-coding	lamin B2
84861	imputed	KLHL22	protein-coding	kelch-like family member 22
84864	imputed	MINA	protein-coding	MYC induced nuclear antigen
84869	imputed	CBR4	protein-coding	carbonyl reductase 4
8487	imputed	GEMIN2	protein-coding	gem (nuclear organelle) associated protein 2
84890	measured	ADO	protein-coding	2-aminoethanethiol (cysteamine) dioxygenase
84900	imputed	RNFT2	protein-coding	ring finger protein, transmembrane 2
84901	imputed	NFATC2IP	protein-coding	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
84908	imputed	FAM136A	protein-coding	family with sequence similarity 136, member A
84909	imputed	C9orf3	protein-coding	chromosome 9 open reading frame 3
84914	imputed	ZNF587	protein-coding	zinc finger protein 587
8493	imputed	PPM1D	protein-coding	protein phosphatase, Mg2+/Mn2+ dependent, 1D
84934	imputed	RITA1	protein-coding	RBPJ interacting and tubulin associated 1
84942	imputed	WDR73	protein-coding	WD repeat domain 73
8495	imputed	PPFIBP2	protein-coding	PTPRF interacting protein, binding protein 2 (liprin beta 2)
84975	imputed	MFSD5	protein-coding	major facilitator superfamily domain containing 5
84981	imputed	MIR22HG	ncRNA	MIR22 host gene
84986	imputed	ARHGAP19	protein-coding	Rho GTPase activating protein 19
8500	imputed	PPFIA1	protein-coding	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1
85002	imputed	FAM86B1	protein-coding	family with sequence similarity 86, member B1
8501	imputed	SLC43A1	protein-coding	solute carrier family 43 (amino acid system L transporter), member 1
8502	imputed	PKP4	protein-coding	plakophilin 4
8503	measured	PIK3R3	protein-coding	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)
8504	imputed	PEX3	protein-coding	peroxisomal biogenesis factor 3
8505	imputed	PARG	protein-coding	poly (ADP-ribose) glycohydrolase
8506	imputed	CNTNAP1	protein-coding	contactin associated protein 1
8507	imputed	ENC1	protein-coding	ectodermal-neural cortex 1 (with BTB domain)
8508	measured	NIPSNAP1	protein-coding	nipsnap homolog 1 (C. elegans)
8514	imputed	KCNAB2	protein-coding	potassium channel, voltage gated subfamily A regulatory beta subunit 2
8515	imputed	ITGA10	protein-coding	integrin, alpha 10
8517	imputed	IKBKG	protein-coding	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma
8518	measured	IKBKAP	protein-coding	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein
8519	imputed	IFITM1	protein-coding	interferon induced transmembrane protein 1
8520	measured	HAT1	protein-coding	histone acetyltransferase 1
8522	imputed	GAS7	protein-coding	growth arrest-specific 7
85236	measured	HIST1H2BK	protein-coding	histone cluster 1, H2bk
8525	imputed	DGKZ	protein-coding	diacylglycerol kinase, zeta
8527	imputed	DGKD	protein-coding	diacylglycerol kinase, delta 130kDa
8531	imputed	YBX3	protein-coding	Y box binding protein 3
8533	imputed	COPS3	protein-coding	COP9 signalosome subunit 3
85360	imputed	SYDE1	protein-coding	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)
85363	imputed	TRIM5	protein-coding	tripartite motif containing 5
8537	imputed	BCAS1	protein-coding	breast carcinoma amplified sequence 1
85377	measured	MICALL1	protein-coding	MICAL-like 1
8539	imputed	API5	protein-coding	apoptosis inhibitor 5
8540	imputed	AGPS	protein-coding	alkylglycerone phosphate synthase
8542	imputed	APOL1	protein-coding	apolipoprotein L, 1
8543	imputed	LMO4	protein-coding	LIM domain only 4
8544	imputed	PIR	protein-coding	pirin (iron-binding nuclear protein)
8545	imputed	CGGBP1	protein-coding	CGG triplet repeat binding protein 1
85453	imputed	TSPYL5	protein-coding	TSPY-like 5
8546	imputed	AP3B1	protein-coding	adaptor-related protein complex 3, beta 1 subunit
8549	imputed	LGR5	protein-coding	leucine-rich repeat containing G protein-coupled receptor 5
8550	measured	MAPKAPK5	protein-coding	mitogen-activated protein kinase-activated protein kinase 5
8553	measured	BHLHE40	protein-coding	basic helix-loop-helix family, member e40
8554	imputed	PIAS1	protein-coding	protein inhibitor of activated STAT, 1
8555	imputed	CDC14B	protein-coding	cell division cycle 14B
8558	imputed	CDK10	protein-coding	cyclin-dependent kinase 10
8559	imputed	PRPF18	protein-coding	pre-mRNA processing factor 18
8560	imputed	DEGS1	protein-coding	delta(4)-desaturase, sphingolipid 1
8562	imputed	DENR	protein-coding	density-regulated protein
8563	imputed	THOC5	protein-coding	THO complex 5
8565	imputed	YARS	protein-coding	tyrosyl-tRNA synthetase
8566	imputed	PDXK	protein-coding	pyridoxal (pyridoxine, vitamin B6) kinase
8567	imputed	MADD	protein-coding	MAP-kinase activating death domain
8568	imputed	RRP1	protein-coding	ribosomal RNA processing 1
8569	measured	MKNK1	protein-coding	MAP kinase interacting serine/threonine kinase 1
857	imputed	CAV1	protein-coding	caveolin 1, caveolae protein, 22kDa
8570	imputed	KHSRP	protein-coding	KH-type splicing regulatory protein
8572	imputed	PDLIM4	protein-coding	PDZ and LIM domain 4
8573	measured	CASK	protein-coding	calcium/calmodulin-dependent serine protein kinase (MAGUK family)
8574	measured	AKR7A2	protein-coding	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)
8575	imputed	PRKRA	protein-coding	protein kinase, interferon-inducible double stranded RNA dependent activator
8576	imputed	STK16	protein-coding	serine/threonine kinase 16
858	imputed	CAV2	protein-coding	caveolin 2
8581	imputed	LY6D	protein-coding	lymphocyte antigen 6 complex, locus D
86	imputed	ACTL6A	protein-coding	actin-like 6A
8602	imputed	NOP14	protein-coding	NOP14 nucleolar protein
8603	imputed	FAM193A	protein-coding	family with sequence similarity 193, member A
8604	imputed	SLC25A12	protein-coding	solute carrier family 25 (aspartate/glutamate carrier), member 12
8605	imputed	PLA2G4C	protein-coding	phospholipase A2, group IVC (cytosolic, calcium-independent)
8607	measured	RUVBL1	protein-coding	RuvB-like AAA ATPase 1
8609	imputed	KLF7	protein-coding	Kruppel-like factor 7 (ubiquitous)
861	imputed	RUNX1	protein-coding	runt-related transcription factor 1
8611	imputed	PPAP2A	protein-coding	phosphatidic acid phosphatase type 2A
8612	imputed	PPAP2C	protein-coding	phosphatidic acid phosphatase type 2C
8613	imputed	PPAP2B	protein-coding	phosphatidic acid phosphatase type 2B
8614	imputed	STC2	protein-coding	stanniocalcin 2
8615	imputed	USO1	protein-coding	USO1 vesicle transport factor
8621	imputed	CDK13	protein-coding	cyclin-dependent kinase 13
8623	imputed	ASMTL	protein-coding	acetylserotonin O-methyltransferase-like
8624	measured	PSMG1	protein-coding	proteasome (prosome, macropain) assembly chaperone 1
8625	imputed	RFXANK	protein-coding	regulatory factor X-associated ankyrin-containing protein
8629	imputed	JRK	protein-coding	Jrk homolog (mouse)
8634	imputed	RTCA	protein-coding	RNA 3'-terminal phosphate cyclase
8635	imputed	RNASET2	protein-coding	ribonuclease T2
8636	imputed	SSNA1	protein-coding	Sjogren syndrome nuclear autoantigen 1
8638	imputed	OASL	protein-coding	2'-5'-oligoadenylate synthetase-like
864	imputed	RUNX3	protein-coding	runt-related transcription factor 3
8644	imputed	AKR1C3	protein-coding	aldo-keto reductase family 1, member C3
8646	imputed	CHRD	protein-coding	chordin
8648	imputed	NCOA1	protein-coding	nuclear receptor coactivator 1
8649	imputed	LAMTOR3	protein-coding	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
865	imputed	CBFB	protein-coding	core-binding factor, beta subunit
8650	imputed	NUMB	protein-coding	numb homolog (Drosophila)
8651	imputed	SOCS1	protein-coding	suppressor of cytokine signaling 1
8653	imputed	DDX3Y	protein-coding	DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked
8655	imputed	DYNLL1	protein-coding	dynein, light chain, LC8-type 1
8658	imputed	TNKS	protein-coding	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase
8659	imputed	ALDH4A1	protein-coding	aldehyde dehydrogenase 4 family, member A1
8660	imputed	IRS2	protein-coding	insulin receptor substrate 2
8661	imputed	EIF3A	protein-coding	eukaryotic translation initiation factor 3, subunit A
8662	imputed	EIF3B	protein-coding	eukaryotic translation initiation factor 3, subunit B
8664	imputed	EIF3D	protein-coding	eukaryotic translation initiation factor 3, subunit D
8665	imputed	EIF3F	protein-coding	eukaryotic translation initiation factor 3, subunit F
8666	imputed	EIF3G	protein-coding	eukaryotic translation initiation factor 3, subunit G
8667	imputed	EIF3H	protein-coding	eukaryotic translation initiation factor 3, subunit H
8668	imputed	EIF3I	protein-coding	eukaryotic translation initiation factor 3, subunit I
8669	imputed	EIF3J	protein-coding	eukaryotic translation initiation factor 3, subunit J
8671	imputed	SLC4A4	protein-coding	solute carrier family 4 (sodium bicarbonate cotransporter), member 4
8672	imputed	EIF4G3	protein-coding	eukaryotic translation initiation factor 4 gamma, 3
8673	imputed	VAMP8	protein-coding	vesicle-associated membrane protein 8
8674	imputed	VAMP4	protein-coding	vesicle-associated membrane protein 4
8675	imputed	STX16	protein-coding	syntaxin 16
8677	imputed	STX10	protein-coding	syntaxin 10
8678	measured	BECN1	protein-coding	beclin 1, autophagy related
868	measured	CBLB	protein-coding	Cbl proto-oncogene B, E3 ubiquitin protein ligase
8682	imputed	PEA15	protein-coding	phosphoprotein enriched in astrocytes 15
8683	imputed	SRSF9	protein-coding	serine/arginine-rich splicing factor 9
8692	imputed	HYAL2	protein-coding	hyaluronoglucosaminidase 2
8694	imputed	DGAT1	protein-coding	diacylglycerol O-acyltransferase 1
8697	imputed	CDC23	protein-coding	cell division cycle 23
87	imputed	ACTN1	protein-coding	actinin, alpha 1
8702	imputed	B4GALT4	protein-coding	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4
8703	imputed	B4GALT3	protein-coding	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3
8704	imputed	B4GALT2	protein-coding	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2
8706	imputed	B3GALNT1	protein-coding	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
871	imputed	SERPINH1	protein-coding	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)
8714	imputed	ABCC3	protein-coding	ATP-binding cassette, sub-family C (CFTR/MRP), member 3
8717	imputed	TRADD	protein-coding	TNFRSF1A-associated via death domain
8720	measured	MBTPS1	protein-coding	membrane-bound transcription factor peptidase, site 1
8721	imputed	EDF1	protein-coding	endothelial differentiation-related factor 1
8722	imputed	CTSF	protein-coding	cathepsin F
8723	imputed	SNX4	protein-coding	sorting nexin 4
8724	imputed	SNX3	protein-coding	sorting nexin 3
8725	imputed	URI1	protein-coding	URI1, prefoldin-like chaperone
8726	measured	EED	protein-coding	embryonic ectoderm development
8727	measured	CTNNAL1	protein-coding	catenin (cadherin-associated protein), alpha-like 1
8728	imputed	ADAM19	protein-coding	ADAM metallopeptidase domain 19
8729	imputed	GBF1	protein-coding	golgi brefeldin A resistant guanine nucleotide exchange factor 1
873	measured	CBR1	protein-coding	carbonyl reductase 1
8731	measured	RNMT	protein-coding	RNA (guanine-7-) methyltransferase
8732	imputed	RNGTT	protein-coding	RNA guanylyltransferase and 5'-phosphatase
8733	imputed	GPAA1	protein-coding	glycosylphosphatidylinositol anchor attachment 1
8738	imputed	CRADD	protein-coding	CASP2 and RIPK1 domain containing adaptor with death domain
874	measured	CBR3	protein-coding	carbonyl reductase 3
8741	imputed	TNFSF13	protein-coding	tumor necrosis factor (ligand) superfamily, member 13
8743	imputed	TNFSF10	protein-coding	tumor necrosis factor (ligand) superfamily, member 10
8744	imputed	TNFSF9	protein-coding	tumor necrosis factor (ligand) superfamily, member 9
875	imputed	CBS	protein-coding	cystathionine-beta-synthase
8751	imputed	ADAM15	protein-coding	ADAM metallopeptidase domain 15
8754	imputed	ADAM9	protein-coding	ADAM metallopeptidase domain 9
8760	imputed	CDS2	protein-coding	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2
8761	imputed	PABPC4	protein-coding	poly(A) binding protein, cytoplasmic 4 (inducible form)
8763	imputed	CD164	protein-coding	CD164 molecule, sialomucin
8764	imputed	TNFRSF14	protein-coding	tumor necrosis factor receptor superfamily, member 14
8766	imputed	RAB11A	protein-coding	RAB11A, member RAS oncogene family
8767	imputed	RIPK2	protein-coding	receptor-interacting serine-threonine kinase 2
8772	imputed	FADD	protein-coding	Fas (TNFRSF6)-associated via death domain
8773	imputed	SNAP23	protein-coding	synaptosomal-associated protein, 23kDa
8774	imputed	NAPG	protein-coding	N-ethylmaleimide-sensitive factor attachment protein, gamma
