perturbagen	entrez_gene_id	z_score	symbol	status	direction	nlog10_bonferroni_pval
23411	53343	4.359	NUDT9	measured	up	1.894
23411	57122	-5.003	NUP107	imputed	down	2.436
23411	4927	-4.907	NUP88	measured	down	3.044
23411	9688	-7.741	NUP93	measured	down	11.016
23411	11097	6.568	NUPL2	imputed	up	6.480
23411	51203	-4.828	NUSAP1	measured	down	2.870
23411	4938	7.097	OAS1	imputed	up	8.082
23411	4939	4.961	OAS2	imputed	up	2.342
23411	4940	7.388	OAS3	imputed	up	9.014
23411	8638	5.137	OASL	imputed	up	2.742
23411	79676	8.168	OGFOD2	imputed	up	11.692
23411	25903	4.660	OLFML2B	imputed	up	1.688
23411	9885	4.804	OSBPL2	imputed	up	1.996
23411	64172	5.466	OSGEPL1	imputed	up	3.525
23411	9180	6.489	OSMR	imputed	up	6.251
23411	54681	7.609	P4HTM	measured	up	10.568
23411	5036	-6.080	PA2G4	imputed	down	5.108
23411	23241	4.923	PACS2	imputed	up	2.257
23411	5048	-4.321	PAFAH1B1	measured	down	1.818
23411	5058	7.282	PAK1	measured	up	9.493
23411	55003	-7.482	PAK1IP1	imputed	down	9.323
23411	56924	8.689	PAK6	measured	up	14.447
23411	79728	4.849	PALB2	imputed	up	2.094
23411	79646	5.119	PANK3	imputed	up	2.700
23411	124222	5.223	PAQR4	imputed	up	2.942
23411	10039	8.074	PARP3	imputed	up	11.355
23411	55010	4.630	PARPBP	imputed	up	1.625
23411	25859	4.508	PART1	imputed	up	1.372
23411	7849	4.799	PAX8	measured	up	2.807
23411	55251	4.831	PCMTD2	imputed	up	2.055
23411	5111	-6.312	PCNA	measured	down	6.570
23411	58488	4.592	PCTP	imputed	up	1.545
23411	9141	-5.373	PDCD5	imputed	down	3.299
23411	2923	-6.395	PDIA3	imputed	down	5.982
23411	5164	4.489	PDK2	imputed	up	1.333
23411	5166	4.621	PDK4	imputed	up	1.606
23411	55825	9.759	PECR	measured	up	18.782
23411	27043	-5.786	PELP1	imputed	down	4.330
23411	8863	5.541	PER3	imputed	up	3.710
23411	8800	7.239	PEX11A	measured	up	9.355
23411	5196	8.583	PF4	imputed	up	13.222
23411	5202	-6.621	PFDN2	imputed	down	6.635
23411	10471	-6.008	PFDN6	imputed	down	4.914
23411	5225	5.464	PGC	imputed	up	3.520
23411	5236	-4.309	PGM1	measured	down	1.795
23411	51131	4.840	PHF11	imputed	up	2.074
23411	22822	5.619	PHLDA1	imputed	up	3.904
23411	23239	4.540	PHLPP1	imputed	up	1.438
23411	5297	-5.181	PI4KA	imputed	down	2.844
23411	84720	4.780	PIGO	imputed	up	1.944
23411	55650	7.431	PIGV	imputed	up	9.155
23411	55011	7.633	PIH1D1	measured	up	10.649
23411	5287	4.872	PIK3C2B	measured	up	2.966
23411	113791	4.903	PIK3IP1	imputed	up	2.213
23411	51268	6.382	PIPOX	imputed	up	5.945
23411	8398	6.092	PLA2G6	imputed	up	5.141
23411	5328	5.768	PLAU	imputed	up	4.284
23411	5331	8.136	PLCB3	measured	up	12.398
23411	5332	-5.130	PLCB4	imputed	down	2.726
23411	51196	4.719	PLCE1	imputed	up	1.813
23411	55344	-5.506	PLCXD1	imputed	down	3.623
23411	5337	5.004	PLD1	imputed	up	2.438
23411	5339	5.521	PLEC	imputed	up	3.660
23411	5366	-4.452	PMAIP1	measured	down	2.080
23411	5371	4.937	PML	imputed	up	2.288
23411	9512	-5.685	PMPCB	imputed	down	4.071
23411	5411	-4.604	PNN	imputed	down	1.570
23411	79983	5.045	POF1B	imputed	up	2.531
23411	5427	5.235	POLE2	measured	up	3.792
23411	9533	-6.347	POLR1C	measured	down	6.668
23411	5432	-4.765	POLR2C	imputed	down	1.912
23411	5438	-5.009	POLR2I	measured	down	3.272
23411	29954	6.417	POMT2	imputed	up	6.045
23411	5468	4.778	PPARG	measured	up	2.762
23411	10891	6.638	PPARGC1A	imputed	up	6.685
23411	5473	6.812	PPBP	imputed	up	7.204
23411	60490	5.759	PPCDC	imputed	up	4.260
23411	5479	-4.587	PPIB	imputed	down	1.535
23411	5525	-6.822	PPP2R5A	measured	down	8.056
23411	5538	-6.356	PPT1	imputed	down	5.872
23411	5547	-5.473	PRCP	measured	down	4.364
23411	5551	6.008	PRF1	imputed	up	4.914
23411	5583	8.714	PRKCH	measured	up	14.542
23411	5588	4.757	PRKCQ	measured	up	2.716
23411	5617	7.639	PRL	imputed	up	9.848
23411	8559	5.000	PRPF18	imputed	up	2.429
23411	27339	-4.537	PRPF19	imputed	down	1.431
23411	10594	-8.123	PRPF8	imputed	down	11.530
23411	79899	8.805	PRR5L	imputed	up	14.071
23411	58497	4.776	PRUNE	measured	up	2.757
23411	5663	4.526	PSEN1	imputed	up	1.409
23411	11168	-6.240	PSIP1	measured	down	6.369
23411	5689	-4.787	PSMB1	imputed	down	1.959
23411	5690	-4.480	PSMB2	imputed	down	1.315
23411	5696	9.021	PSMB8	measured	up	15.739
23411	5706	-6.683	PSMC6	imputed	down	6.818
23411	10213	-4.639	PSMD14	imputed	down	1.644
23411	5708	-4.293	PSMD2	measured	down	1.763
23411	5720	9.741	PSME1	measured	up	18.705
23411	5721	-9.735	PSME2	measured	down	18.680
23411	55269	5.295	PSPC1	imputed	up	3.112
23411	5743	4.871	PTGS2	measured	up	2.964
23411	5753	4.993	PTK6	imputed	up	2.414
23411	5797	-4.972	PTPRM	imputed	down	2.367
23411	5800	-8.550	PTPRO	imputed	down	13.098
23411	5805	-7.466	PTS	imputed	down	9.270
23411	754	5.202	PTTG1IP	imputed	up	2.893
23411	22827	-4.770	PUF60	measured	down	2.744
23411	221749	4.648	PXDC1	imputed	up	1.663
23411	5834	-4.493	PYGB	imputed	down	1.341
23411	25797	4.637	QPCT	imputed	up	1.639
23411	22841	4.245	RAB11FIP2	measured	up	1.670
23411	9727	7.636	RAB11FIP3	imputed	up	9.837
23411	5872	-4.795	RAB13	imputed	down	1.977
23411	55647	5.036	RAB20	imputed	up	2.511
23411	11031	5.771	RAB31	measured	up	5.113
23411	10268	5.461	RAMP3	imputed	up	3.513
23411	5901	-6.288	RAN	imputed	down	5.681
23411	5902	-8.295	RANBP1	imputed	down	12.152
23411	57610	4.788	RANBP10	imputed	up	1.961
23411	5908	-5.250	RAP1B	imputed	down	3.006
23411	5909	-5.910	RAP1GAP	measured	down	5.475
23411	64080	9.460	RBKS	measured	up	17.521
23411	5933	4.590	RBL1	imputed	up	1.541
23411	23029	-5.975	RBM34	measured	down	5.648
23411	5939	5.498	RBMS2	imputed	up	3.603
23411	27316	-4.876	RBMX	imputed	down	2.153
23411	9400	6.827	RECQL5	imputed	up	7.250
23411	80346	4.547	REEP4	imputed	up	1.452
23411	5971	7.716	RELB	measured	up	10.930
23411	5982	4.837	RFC2	measured	up	2.890
23411	5984	-6.181	RFC4	imputed	down	5.384
23411	8625	-6.280	RFXANK	imputed	down	5.658
23411	79651	5.043	RHBDF2	imputed	up	2.527
23411	26994	8.250	RNF11	imputed	up	11.988
23411	55298	5.053	RNF121	imputed	up	2.549
23411	376412	4.524	RNF126P1	imputed	up	1.405
23411	9781	6.602	RNF144A	imputed	up	6.580
23411	26001	-5.107	RNF167	measured	down	3.495
23411	149603	-5.934	RNF187	imputed	down	4.717
23411	54476	5.400	RNF216	imputed	up	3.364
23411	8732	4.578	RNGTT	imputed	up	1.516
23411	6051	-5.115	RNPEP	imputed	down	2.691
23411	57140	4.917	RNPEPL1	imputed	up	2.244
23411	6094	6.080	ROM1	imputed	up	5.108
23411	6117	-5.310	RPA1	measured	down	3.970
23411	80135	-4.756	RPF1	imputed	down	1.892
23411	22934	-6.994	RPIA	measured	down	8.583
23411	116832	9.439	RPL39L	measured	up	17.434
23411	6184	-6.358	RPN1	measured	down	6.699
23411	10557	7.878	RPP38	measured	up	11.488
23411	6193	4.052	RPS5	measured	up	1.304
23411	23076	-6.287	RRP1B	measured	down	6.500
23411	91543	5.169	RSAD2	imputed	up	2.816
23411	54665	-4.913	RSBN1	imputed	down	2.235
23411	8607	-4.110	RUVBL1	measured	down	1.412
23411	6256	5.412	RXRA	imputed	up	3.393
23411	6283	6.513	S100A12	imputed	up	6.321
23411	6284	-9.596	S100A13	measured	down	18.090
23411	6275	7.392	S100A4	measured	up	9.849
23411	6277	4.555	S100A6	imputed	up	1.469
23411	23034	4.737	SAMD4A	imputed	up	1.852
23411	51282	-4.639	SCAND1	measured	down	2.465
23411	49855	5.937	SCAPER	imputed	up	4.725
23411	8796	6.261	SCEL	imputed	up	5.605
23411	6324	6.771	SCN1B	imputed	up	7.081
23411	55153	4.539	SDAD1	imputed	up	1.436
23411	10807	4.896	SDCCAG3	imputed	up	2.197
23411	23753	-6.487	SDF2L1	imputed	down	6.246
23411	8436	8.828	SDPR	imputed	up	14.160
23411	56948	-4.920	SDR39U1	imputed	down	2.251
23411	23541	5.642	SEC14L2	imputed	up	3.962
23411	10952	4.570	SEC61B	imputed	up	1.500
23411	6398	5.938	SECTM1	imputed	up	4.728
23411	10371	5.006	SEMA3A	imputed	up	2.443
23411	6414	5.268	SEPP1	imputed	up	3.048
23411	23176	4.492	SEPT8	imputed	up	1.339
23411	12	4.679	SERPINA3	imputed	up	1.728
23411	5274	5.745	SERPINI1	imputed	up	4.224
23411	10946	-5.167	SF3A3	imputed	down	2.811
23411	10992	-4.614	SF3B2	imputed	down	1.591
23411	6443	4.284	SGCB	measured	up	1.746
23411	25970	6.029	SH2B1	imputed	up	4.970
23411	79729	5.841	SH3D21	imputed	up	4.473
23411	6455	4.640	SH3GL1	imputed	up	1.646
23411	6472	-5.776	SHMT2	imputed	down	4.304
23411	284266	7.397	SIGLEC15	imputed	up	9.044
23411	26037	4.599	SIPA1L1	imputed	up	1.560
23411	23410	9.744	SIRT3	measured	up	18.718
23411	51547	4.670	SIRT7	imputed	up	1.709
23411	6560	7.930	SLC12A4	imputed	up	10.847
23411	9194	5.578	SLC16A7	imputed	up	3.802
23411	7779	5.164	SLC30A1	imputed	up	2.804
23411	1318	4.918	SLC31A2	imputed	up	2.246
23411	10559	-7.536	SLC35A1	measured	down	10.324
23411	23443	6.779	SLC35A3	measured	up	7.927
23411	54978	5.748	SLC35F6	imputed	up	4.232
23411	206358	5.494	SLC36A1	imputed	up	3.594
23411	2542	6.422	SLC37A4	measured	up	6.881
23411	80736	5.487	SLC44A4	imputed	up	3.576
23411	6521	6.515	SLC4A1	imputed	up	6.326
23411	11254	4.648	SLC6A14	imputed	up	1.663
23411	6530	5.756	SLC6A2	imputed	up	4.253
23411	79811	-4.583	SLTM	imputed	down	1.527
23411	4087	4.843	SMAD2	imputed	up	2.081
23411	4088	8.035	SMAD3	measured	up	12.038
23411	6598	-4.574	SMARCB1	imputed	down	1.508
23411	6599	-4.397	SMARCC1	measured	down	1.969
23411	8243	-4.695	SMC1A	measured	down	2.584
23411	9126	-4.964	SMC3	measured	down	3.170
23411	55181	4.543	SMG8	imputed	up	1.444
23411	10285	-8.290	SMNDC1	measured	down	12.956
23411	54498	6.158	SMOX	imputed	up	5.321
23411	6616	9.774	SNAP25	measured	up	18.847
23411	54861	4.516	SNRK	imputed	up	1.388
23411	11066	4.682	SNRNP35	imputed	up	1.734
23411	6626	-5.307	SNRPA	imputed	down	3.141
23411	58533	-5.998	SNX6	measured	down	5.709
23411	8835	4.085	SOCS2	measured	up	1.365
23411	9306	5.590	SOCS6	imputed	up	3.832
23411	9552	-4.755	SPAG7	measured	down	2.712
23411	124044	4.593	SPATA2L	imputed	up	1.547
23411	6696	6.669	SPP1	measured	up	7.599
23411	6699	6.278	SPRR1B	imputed	up	5.653
23411	6701	5.947	SPRR2B	imputed	up	4.751
23411	6709	4.182	SPTAN1	measured	up	1.549
23411	6711	5.280	SPTBN1	imputed	up	3.077
23411	58472	4.490	SQRDL	measured	up	2.157
23411	6714	5.468	SRC	measured	up	4.352
23411	140890	-4.587	SREK1	imputed	down	1.535
23411	23380	4.669	SRGAP2	imputed	up	1.707
23411	6760	4.767	SS18	imputed	up	1.916
23411	6749	-8.331	SSRP1	imputed	down	12.284
23411	8869	9.724	ST3GAL5	measured	up	18.633
23411	90627	8.328	STARD13	imputed	up	12.273
23411	10494	-5.836	STK25	measured	down	5.282
23411	55351	7.073	STK32B	imputed	up	8.007
23411	92335	4.897	STRADA	imputed	up	2.200
23411	55014	5.219	STX17	imputed	up	2.933
23411	6820	6.185	SULT2B1	imputed	up	5.395
23411	11198	-4.738	SUPT16H	imputed	down	1.854
23411	6839	-4.433	SUV39H1	measured	down	2.042
23411	51111	6.732	SUV420H1	imputed	up	6.964
23411	6871	7.049	TADA2A	imputed	up	7.932
23411	55080	7.349	TAPBPL	imputed	up	8.887
23411	30851	-5.886	TAX1BP3	imputed	down	4.591
23411	54662	4.931	TBC1D13	imputed	up	2.275
23411	55357	6.043	TBC1D2	imputed	up	5.008
23411	6909	6.147	TBX2	measured	up	6.112
23411	6915	5.810	TBXA2R	measured	up	5.214
23411	6919	-5.130	TCEA2	measured	down	3.548
23411	79921	-6.686	TCEAL4	measured	down	7.649
23411	10915	-7.552	TCERG1	measured	down	10.378
23411	6932	4.973	TCF7	imputed	up	2.369
23411	10732	4.562	TCFL5	measured	up	2.305
23411	79600	7.745	TCTN1	measured	up	11.029
23411	26123	6.841	TCTN3	imputed	up	7.292
23411	9895	5.620	TECPR2	imputed	up	3.907
23411	54386	-8.389	TERF2IP	measured	down	13.319
23411	7048	5.994	TGFBR2	measured	up	5.698
23411	7056	4.653	THBD	imputed	up	1.673
23411	51337	5.088	THEM6	imputed	up	2.629
23411	9984	-6.860	THOC1	imputed	down	7.350
23411	29087	-6.883	THYN1	imputed	down	7.420
23411	26519	-4.985	TIMM10	imputed	down	2.396
23411	29928	5.460	TIMM22	measured	up	4.332
23411	26520	-5.618	TIMM9	measured	down	4.724
23411	261726	-7.341	TIPRL	imputed	down	8.861
23411	7084	6.804	TK2	imputed	up	7.180
23411	7086	-4.940	TKT	imputed	down	2.295
23411	7108	6.089	TM7SF2	imputed	up	5.132
23411	51372	-4.954	TMA7	imputed	down	2.326
23411	55273	5.643	TMEM100	imputed	up	3.965
23411	79073	-6.179	TMEM109	measured	down	6.200
23411	55654	5.987	TMEM127	imputed	up	4.858
23411	55281	8.449	TMEM140	imputed	up	12.720
23411	57146	4.825	TMEM159	imputed	up	2.042
23411	8269	5.071	TMEM187	imputed	up	2.590
23411	23670	4.940	TMEM2	measured	up	3.117
23411	55151	4.712	TMEM38B	imputed	up	1.798
23411	29766	4.516	TMOD3	imputed	up	1.388
23411	9407	6.095	TMPRSS11D	imputed	up	5.149
23411	7126	5.397	TNFAIP1	imputed	up	3.357
23411	7139	5.018	TNNT2	imputed	up	2.470
23411	23534	-4.769	TNPO3	imputed	down	1.920
23411	10953	-6.338	TOMM34	measured	down	6.643
23411	7159	-5.838	TP53BP2	measured	down	5.287
23411	80342	4.968	TRAF3IP3	imputed	up	2.358
23411	9697	4.975	TRAM2	measured	up	3.195
23411	79090	-4.962	TRAPPC6A	measured	down	3.166
23411	51499	-5.391	TRIAP1	imputed	down	3.342
23411	85363	5.581	TRIM5	imputed	up	3.809
23411	25987	4.650	TSKU	measured	up	2.489
23411	7102	6.311	TSPAN7	imputed	up	5.745
23411	54970	4.724	TTC12	imputed	up	1.824
23411	64427	7.607	TTC31	imputed	up	9.740
23411	55020	5.338	TTC38	imputed	up	3.215
23411	26140	4.998	TTLL3	imputed	up	2.425
23411	7846	-4.626	TUBA1A	imputed	down	1.616
23411	7283	-4.879	TUBG1	imputed	down	2.160
23411	79770	6.172	TXNDC15	imputed	up	5.359
23411	7298	-7.000	TYMS	imputed	down	7.780
23411	7299	5.379	TYR	imputed	up	3.313
23411	7307	-4.965	U2AF1	imputed	down	2.351
23411	7318	5.108	UBA7	imputed	up	2.675
23411	7314	6.461	UBB	imputed	up	6.171
23411	11065	-4.977	UBE2C	measured	down	3.200
23411	8266	5.612	UBL4A	imputed	up	3.887
23411	26043	-7.166	UBXN7	imputed	down	8.300
23411	7371	-5.108	UCK2	imputed	down	2.675
23411	7353	-5.763	UFD1L	imputed	down	4.271
23411	23074	5.529	UHRF1BP1L	imputed	up	3.680
23411	64718	5.545	UNKL	imputed	up	3.720
23411	26019	4.562	UPF2	imputed	up	1.483
23411	7389	-6.952	UROD	imputed	down	7.631
23411	10083	4.742	USH1C	imputed	up	1.862
23411	23326	-4.827	USP22	measured	down	2.868
23411	23358	5.041	USP24	imputed	up	2.522
23411	84669	7.580	USP32	imputed	up	9.649
23411	10713	-6.112	USP39	imputed	down	5.195
23411	9712	5.788	USP6NL	measured	up	5.157
23411	51096	-4.760	UTP18	imputed	down	1.901
23411	7402	7.021	UTRN	imputed	up	7.845
23411	23230	4.536	VPS13A	imputed	up	1.429
23411	51160	6.981	VPS28	measured	up	8.543
23411	27183	-4.523	VPS4A	imputed	down	1.403
23411	23038	6.605	WDTC1	measured	up	7.410
23411	7466	5.108	WFS1	measured	up	3.497
23411	7494	-4.808	XBP1	measured	down	2.827
23411	7518	4.940	XRCC4	imputed	up	2.295
23411	8565	-6.426	YARS	imputed	down	6.071
23411	8531	-5.492	YBX3	imputed	down	3.589
23411	26137	6.060	ZBTB20	imputed	up	5.054
23411	9923	4.568	ZBTB40	imputed	up	1.496
23411	23099	5.416	ZBTB43	imputed	up	3.403
23411	79670	4.534	ZCCHC6	imputed	up	1.425
23411	10444	5.473	ZER1	imputed	up	3.542
23411	10771	5.921	ZMYND11	imputed	up	4.683
23411	7701	5.062	ZNF142	imputed	up	2.570
23411	7738	6.767	ZNF184	imputed	up	7.069
23411	7743	5.197	ZNF189	imputed	up	2.881
23411	7776	6.945	ZNF236	imputed	up	7.610
23411	10308	4.522	ZNF267	imputed	up	1.401
23411	23036	5.427	ZNF292	imputed	up	3.430
23411	54807	9.750	ZNF586	measured	up	18.744
23411	23361	6.969	ZNF629	imputed	up	7.684
23411	55657	-6.090	ZNF692	imputed	down	5.135
23411	7553	4.905	ZNF7	imputed	up	2.217
23411	7626	6.029	ZNF75D	imputed	up	4.970
23411	643641	5.292	ZNF862	imputed	up	3.105
23411	9183	-5.842	ZW10	measured	down	5.297
23411	11130	-5.721	ZWINT	imputed	down	4.163
23411	26009	5.064	ZZZ3	imputed	up	2.574
23417	9289	4.575	ADGRG1	measured	up	2.332
23417	23142	-5.200	DCUN1D4	measured	down	3.710
23417	3956	-5.301	LGALS1	imputed	down	3.126
23417	51021	-4.834	MRPS16	measured	down	2.883
23417	56654	-4.741	NPDC1	measured	down	2.682
23429	207	-5.042	AKT1	measured	down	3.346
23429	11041	-6.676	B4GAT1	measured	down	7.620
23429	644	-5.116	BLVRA	measured	down	3.515
23429	8804	-5.576	CREG1	measured	down	4.619
23429	1465	-5.283	CSRP1	measured	down	3.906
23429	79850	-4.734	FAM57A	measured	down	2.667
23429	11167	-4.639	FSTL1	imputed	down	1.644
23429	8349	4.121	HIST2H2BE	measured	up	1.433
23429	3162	5.565	HMOX1	measured	up	4.591
23429	9926	-4.566	LPGAT1	measured	down	2.313
23429	29937	-5.713	NENF	measured	down	4.964
23429	56654	-9.996	NPDC1	measured	down	19.809
23429	5092	-5.776	PCBD1	measured	down	5.126
23429	5096	-4.187	PCCB	measured	down	1.558
23429	5111	-5.566	PCNA	measured	down	4.594
23429	26227	-4.615	PHGDH	measured	down	2.415
23429	5696	-5.584	PSMB8	measured	down	4.639
23429	8624	-4.054	PSMG1	measured	down	1.308
23429	22934	-4.143	RPIA	measured	down	1.475
23429	6192	-5.616	RPS4Y1	imputed	down	3.897
23429	6697	-4.444	SPR	measured	down	2.064
23429	6810	4.123	STX4	measured	up	1.437
23429	7018	5.134	TF	imputed	up	2.735
23429	26520	-6.397	TIMM9	measured	down	6.810
23429	10782	4.684	ZNF274	measured	up	2.560
23432	9847	-5.156	C2CD5	measured	down	3.608
23432	727	5.396	C5	measured	up	4.176
23432	10320	4.209	IKZF1	measured	up	1.601
23432	5300	-4.139	PIN1	measured	down	1.467
23432	5696	-4.494	PSMB8	measured	down	2.165
23432	12	5.297	SERPINA3	imputed	up	3.117
23432	6616	4.521	SNAP25	measured	up	2.220
23432	6915	4.367	TBXA2R	measured	up	1.909
23432	11011	-4.412	TLK2	measured	down	1.999
23432	10953	-4.082	TOMM34	measured	down	1.360
23462	10057	5.028	ABCC5	measured	up	3.315
23462	25	-4.285	ABL1	measured	down	1.748
23462	39	4.301	ACAT2	measured	up	1.779
23462	23536	4.494	ADAT1	measured	up	2.165
23462	9289	-10.252	ADGRG1	measured	down	20.946
23462	55256	7.062	ADI1	measured	up	8.794
23462	154	-6.013	ADRB2	measured	down	5.749
23462	178	4.114	AGL	measured	up	1.420
23462	220	-6.335	ALDH1A3	imputed	down	5.812
23462	230	7.091	ALDOC	measured	up	8.885
23462	348	4.924	APOE	measured	up	3.081
23462	392	4.388	ARHGAP1	measured	up	1.951
23462	84159	7.693	ARID5B	measured	up	10.852
23462	55207	5.176	ARL8B	imputed	up	2.832
23462	22809	4.651	ATF5	measured	up	2.491
23462	8312	5.330	AXIN1	measured	up	4.017
23462	25825	-6.416	BACE2	measured	down	6.864
23462	9531	-5.911	BAG3	measured	down	5.478
23462	25805	4.316	BAMBI	measured	up	1.809
23462	9275	-4.202	BCL7B	measured	down	1.587
23462	8678	4.068	BECN1	measured	up	1.334
23462	8553	-4.144	BHLHE40	measured	down	1.477
23462	10904	4.916	BLCAP	measured	up	3.064
23462	51027	4.699	BOLA1	imputed	up	1.770
23462	9854	7.254	C2CD2L	measured	up	9.403
23462	9847	7.352	C2CD5	measured	up	9.719
23462	22794	-4.545	CASC3	measured	down	2.270
23462	8573	-4.967	CASK	measured	down	3.177
23462	843	5.584	CASP10	measured	up	4.639
23462	11007	-4.273	CCDC85B	measured	down	1.724
23462	595	-8.538	CCND1	measured	down	13.874
23462	965	-9.338	CD58	measured	down	17.018
23462	994	-7.345	CDC25B	measured	down	9.696
23462	1066	6.664	CES1	imputed	up	6.762
23462	79643	4.706	CHMP6	measured	up	2.607
23462	9022	7.054	CLIC3	imputed	up	7.948
23462	23406	-8.184	COTL1	imputed	down	11.749
23462	79174	4.235	CRELD2	measured	up	1.651
23462	1429	-6.246	CRYZ	measured	down	6.385
23462	1497	4.928	CTNS	imputed	up	2.268
23462	10926	-5.169	DBF4	imputed	down	2.816
23462	79016	4.570	DDA1	imputed	up	1.500
23462	54541	-6.816	DDIT4	measured	down	8.038
23462	51071	-11.178	DERA	measured	down	25.292
23462	79947	4.773	DHDDS	measured	up	2.751
23462	9249	-4.901	DHRS3	imputed	down	2.209
23462	1738	-4.664	DLD	measured	down	2.518
23462	10589	5.221	DRAP1	measured	up	3.759
23462	1824	4.482	DSC2	imputed	up	1.319
23462	11072	-5.324	DUSP14	measured	down	4.003
23462	1845	4.291	DUSP3	measured	up	1.760
23462	1846	-6.734	DUSP4	measured	down	7.792
23462	1848	-6.549	DUSP6	measured	down	7.247
23462	10682	-8.880	EBP	measured	down	15.184
23462	196483	4.538	EEF2KMT	imputed	up	1.434
23462	1950	4.773	EGF	measured	up	2.751
23462	22905	5.754	EPN2	measured	up	5.069
23462	83481	4.483	EPPK1	imputed	up	1.321
23462	79850	-7.609	FAM57A	measured	down	10.568
23462	55793	4.765	FAM63A	measured	up	2.734
23462	2193	4.660	FARSA	imputed	up	1.688
23462	25793	-4.616	FBXO7	measured	down	2.417
23462	2264	4.302	FGFR4	measured	up	1.781
23462	2274	-15.312	FHL2	measured	down	49.206
23462	8061	-5.599	FOSL1	measured	down	4.676
23462	2309	-4.471	FOXO3	measured	down	2.118
23462	24140	-5.639	FTSJ1	imputed	down	3.955
23462	2624	4.546	GATA2	measured	up	2.272
23462	2630	4.520	GBAP1	imputed	up	1.397
23462	2745	5.791	GLRX	measured	up	5.165
23462	2770	4.660	GNAI1	measured	up	2.510
23462	10007	-14.588	GNPDA1	measured	down	44.485
23462	2817	7.108	GPC1	measured	up	8.939
23462	2852	4.628	GPER1	measured	up	2.442
23462	2896	4.850	GRN	measured	up	2.918
23462	54103	-6.351	GSAP	imputed	down	5.858
23462	3033	-4.422	HADH	measured	down	2.019
23462	51696	4.644	HECA	imputed	up	1.654
23462	79654	5.440	HECTD3	imputed	up	3.461
23462	3280	-6.896	HES1	measured	down	8.281
23462	8349	5.197	HIST2H2BE	measured	up	3.703
23462	3108	-4.506	HLA-DMA	measured	down	2.190
23462	3122	-5.936	HLA-DRA	measured	down	5.544
23462	10362	-4.310	HMG20B	measured	down	1.797
23462	8091	-8.296	HMGA2	measured	down	12.978
23462	3157	5.693	HMGCS1	measured	up	4.913
23462	29911	4.929	HOOK2	measured	up	3.092
23462	27336	-4.838	HTATSF1	measured	down	2.892
23462	8870	-17.537	IER3	measured	down	65.136
23462	3480	-5.273	IGF1R	measured	down	3.882
23462	3482	6.199	IGF2R	measured	up	6.255
23462	3486	-6.734	IGFBP3	measured	down	7.792
23462	3611	-6.098	ILK	measured	down	5.979
23462	8821	-5.191	INPP4B	measured	down	3.689
23462	3690	-5.038	ITGB3	imputed	down	2.515
23462	3693	-6.574	ITGB5	measured	down	7.320
23462	3710	-4.812	ITPR3	imputed	down	2.013
23462	23338	-4.856	JADE2	measured	down	2.931
23462	115207	4.640	KCTD12	imputed	up	1.646
23462	54442	5.831	KCTD5	measured	up	5.269
23462	9817	-7.282	KEAP1	measured	down	9.493
23462	9710	5.326	KIAA0355	measured	up	4.008
23462	3800	7.227	KIF5C	measured	up	9.316
23462	7071	-7.614	KLF10	imputed	down	9.763
23462	3956	-5.767	LGALS1	imputed	down	4.281
23462	3976	-4.884	LIF	imputed	down	2.171
23462	10434	-4.276	LYPLA1	measured	down	1.730
23462	4118	6.832	MAL	imputed	up	7.265
23462	10046	4.126	MAMLD1	measured	up	1.442
23462	4125	4.185	MAN2B1	measured	up	1.555
23462	9448	-5.038	MAP4K4	measured	down	3.337
23462	23139	-5.510	MAST2	measured	down	4.455
23462	23383	5.082	MAU2	imputed	up	2.616
23462	57192	4.865	MCOLN1	measured	up	2.951
23462	4192	4.588	MDK	imputed	up	1.537
23462	64747	4.897	MFSD1	imputed	up	2.200
23462	10367	4.681	MICU1	imputed	up	1.732
23462	50488	4.729	MINK1	imputed	up	1.834
23462	79083	-5.353	MLPH	imputed	down	3.251
23462	25974	4.585	MMACHC	imputed	up	1.531
23462	25874	-5.372	MPC2	measured	down	4.118
23462	4358	4.616	MPV17	imputed	up	1.595
23462	4502	-5.448	MT2A	imputed	down	3.481
23462	10514	6.456	MYBBP1A	imputed	up	6.156
23462	4636	4.660	MYL5	imputed	up	1.688
23462	10398	4.689	MYL9	measured	up	2.571
23462	64428	4.132	NARFL	measured	up	1.454
23462	55707	4.648	NECAP2	imputed	up	1.663
23462	10276	-6.097	NET1	measured	down	5.976
23462	84901	4.494	NFATC2IP	imputed	up	1.343
23462	4792	-10.637	NFKBIA	measured	down	22.708
23462	8508	4.560	NIPSNAP1	measured	up	2.301
23462	28511	5.506	NKIRAS2	imputed	up	3.623
23462	4851	5.930	NOTCH1	measured	up	5.528
23462	8204	-4.660	NRIP1	measured	down	2.510
23462	8974	-4.990	P4HA2	measured	down	3.229
23462	5236	-10.312	PGM1	measured	down	21.216
23462	1912	-5.744	PHC2	imputed	down	4.222
23462	26227	-5.454	PHGDH	measured	down	4.317
23462	23556	5.483	PIGN	imputed	up	3.566
23462	5331	5.548	PLCB3	measured	up	4.549
23462	11232	-4.257	POLG2	measured	down	1.693
23462	5468	-5.513	PPARG	measured	down	4.462
23462	79144	5.313	PPDPF	imputed	up	3.155
23462	5525	-5.653	PPP2R5A	measured	down	4.812
23462	11230	5.151	PRAF2	measured	up	3.596
23462	5547	5.981	PRCP	measured	up	5.664
23462	51422	-6.215	PRKAG2	measured	down	6.299
